YTID	label
ETj8NRV_6Ww_30000	Gunshot, gunfire
gPHtapBA56A_30000	Whistling
-wR66VdEje4_230000	Fireworks
EDwVV7hERfk_130000	Vehicle
2VMS64fFJps_170000	Vacuum cleaner
KqKHouHORXQ_150000	Music
0XXDTULhSss_10000	Vacuum cleaner
84ZEuP39a70_30000	Inside, small room
XTrrtoOYmWc_60000	Crowd
U7cIM1lUU-k_0	Fireworks
6QAgTu1F0k4_30000	Animal
0QkwUETWAqM_0	Whistling
HdxlCT99quk_160000	Vehicle
8V1sVk7bO7c_30000	Engine
IaTElYK1lVo_10000	Inside, small room
QdTEhAJbYHc_9000	Vehicle
5QbQPO1MWkk_20000	Silence
GjsTPy_I_kk_30000	Speech
iKgUc3hivxQ_50000	Speech
Mb4KHDUPC3g_0	Female singing
FKgAocW53lY_30000	Car passing by
0YvfZPqYn-0_0	Siren
J3t2HWxW92k_40000	Car passing by
5pjJtTuqgJU_300000	Inside, small room
IiMO6f8GG78_30000	Vehicle
PsRKLCMY6hE_10000	Whack, thwack
1X0Po0R7fvY_80000	Bird
0mD4OcdidBM_0	Siren
VQ-BNMKcBCU_0	Mantra
15DWeeSdC3s_21000	Vehicle
1gLu0cUzJdQ_30000	Vehicle
0EOQco76eXQ_30000	Music
N4nda7N3-W8_70000	Crowd
1aA2mFQ9BQ0_20000	Child speech, kid speaking
CEM4strIzS8_30000	Speech
8TvWc_MHhwM_10000	Snoring
-16HbarRpfk_30000	Music
7raHBAx3dJ8_80000	Fireworks
SULC89tVzbY_0	Snoring
CDepWu6nAu0_0	Vehicle
756wEj59F8o_0	Outside, rural or natural
EDd21V1lwKg_20000	Gunshot, gunfire
FjqsbchY4ME_20000	Snoring
OgyRAfvH8ew_30000	Printer
5CL6CbhmMkI_110000	Outside, rural or natural
OUyBB4Bn7kE_30000	Inside, small room
55wPalV07Hg_30000	Animal
HoOaMhGZ724_590000	Silence
D-d7YseUrYo_30000	Vehicle
6-CMq6xw0fg_30000	Music
IRMNfBR5h5g_90000	Crowd
49u3aMjg1u0_30000	Speech
VuPETSs5EzI_30000	Heavy engine (low frequency)
N6e5C5sXdBI_0	Animal
1-nKYO1EdLs_30000	Vehicle
JjnuEKCMcbo_25000	Tools
50A_t5-vbQI_220000	Vacuum cleaner
qNpcBdVbHyU_30000	Music
gWeiXk-RiUE_140000	Snoring
1PLw_lrvK3U_10000	Inside, small room
PZrUMf9JG-Q_14000	Snoring
BfJr0hKXyoA_26000	Engine
7y2j778HA2w_40000	Music
gIAn0f4pYlQ_10000	Fireworks
jviaGVJm9w8_20000	Snoring
-f1DNyngKVY_30000	Singing
HtXRy_nOC2U_0	Animal
W1s5BVnKM14_30000	Vehicle
7ZTqQbQ59C8_220000	Bird
BWO2NVicSrw_10000	Laughter
ADBIqspDWrw_30000	Car passing by
-_aVlbaKT7s_10000	Engine
-FcvUQIXeWI_420000	Silence
M11dqFcUj7g_10000	Vehicle
BaLGY1qltAc_410000	Animal
3kaZ43xBZPU_90000	Inside, small room
4TGWnt14qa4_30000	Crowd
1CQlWtq2e1M_1000	Heavy engine (low frequency)
clnyKJd7K18_10000	Speech
XBSo8qzLql8_100000	Tools
NWWSG_KRDVo_10000	Engine
WGnLxy8sn44_10000	Water
M05e2vaHjEI_30000	Child speech, kid speaking
DXKw_eTEt3Y_120000	Whistling
EZTCrfarRWo_110000	Bird
8SYpSC5AdV8_100000	Vehicle
2N3CUO0nIWc_50000	Engine
S6HRDChdC_w_30000	Engine
--RFHZELSb0_30000	Gunshot, gunfire
HDNNHhyJlCk_30000	Mantra
M3h8wigxdRs_150000	Tools
DJuA7jX-hl8_230000	Vacuum cleaner
-3jpnt2Y9eA_30000	Sound effect
C2-1t8rHYH4_0	Silence
SeT_NQVGNCY_460000	Crowd
Gv0RIGnK7Jc_0	Whistling
VKk4Ms_M6JQ_50000	Animal
-_xffBRiTUU_30000	Engine
-0JImD93Vkg_30000	Inside, small room
-gw4REc9KqA_30000	Vehicle
Hlxe1kqH3Sc_0	Car passing by
4G6XwLTVaI0_80000	Inside, small room
56zbHewJHJE_30000	Engine
ZduE8Mt5UP8_0	Inside, small room
79fc7u8Qp_c_30000	Car passing by
EyokcKrCrhQ_10000	Music
aoMAEt8CPMA_30000	Vehicle
RKbgFbwZKNc_20000	Laughter
gAfVrb5Q_Ec_20000	Laughter
1yog5XLHbA8_30000	Engine
AizyuRIasSA_40000	Sound effect
X9607OT1ymU_270000	Vacuum cleaner
9v_Jt1fBnpw_0	Outside, rural or natural
AjAg6xI6uDA_40000	Siren
HIN2Dx2rueg_520000	Silence
BAGu23njJT0_30000	Car passing by
TU-P-Zmm4mI_580000	Speech
-272tOPgLVk_30000	Vehicle
1oF3IsvTq-Q_60000	Speech
-OhP8mYFGiw_30000	Female singing
0ARThc_6bro_70000	Gunshot, gunfire
1YMBETzN4O0_0	Fireworks
HofKO-jJ8Mw_90000	Gunshot, gunfire
DYq0gklkL0I_110000	Vacuum cleaner
5R5hAyu2SWw_80000	Tools
-bZ4yrpTcjw_440000	Speech
37pv2CWCO3o_0	Speech
33L_VxhmawE_110000	Singing
9f38QaUboW8_30000	Car passing by
99qIrvVmCiE_30000	Whistling
-0MnD7jBvkE_0	Car passing by
iIlGSvQFHLI_510000	Water
86G-3Udhsxk_110000	Speech
BRQibUju2KE_70000	Inside, small room
B8H5I9QIJKI_0	Whistling
4cNA44C2jRs_30000	Animal
T2OhPJPOtyU_30000	Water
YPqLBahcFPU_0	Laughter
MC4aPzsSME8_30000	Fireworks
2hVMAKZtHFE_30000	Gunshot, gunfire
B2OAaUjGsis_180000	Outside, rural or natural
-K1Yc4RH-BM_30000	Car passing by
9uNP-efYgmA_13000	Gunshot, gunfire
-3DhoVDaChw_30000	Music
-2FUuq_nNOc_30000	Speech
-47K0m06Gbo_30000	Music
Z8DJUuYFlpY_30000	Female singing
jNS4EJOwk34_3000	Fireworks
FFrcZu2jaRQ_30000	Engine
0ZGlkiLgKpQ_70000	Water
MQz-wrsQLXI_10000	Tools
HRCoE2J1Vfk_480000	Vehicle
4Wt2YvZQKxc_30000	Female singing
I6jAxHjlvrI_30000	Printer
BLAbfh5v41I_10000	Tools
7H2VPdDAUsw_30000	Female singing
LWQ9-VaksmI_30000	Mantra
FMHkP3esY1o_30000	Speech
G1JaKa3zdZ8_25000	Outside, rural or natural
6VHESrGUmUY_30000	Female singing
dYdXzZDnTjM_30000	Snoring
--4XCYPABls_30000	Whack, thwack
0-NUiOvYP6E_80000	Animal
-4HnZiKXyPM_30000	Music
-BjORVxy9z8_30000	Female singing
PzyaHCHv3fc_130000	Printer
4sSV4iIs8gQ_50000	Laughter
MPk1PueAk4c_30000	Vehicle
o3pPNFehi2A_70000	Laughter
Q9q7aqjYSnE_50000	Crowd
Mf6q-_2PdXE_50000	Female singing
Ln3fUJoXCJY_30000	Vehicle
21MaDqu6zvw_90000	Printer
FYfSTBhwQFs_30000	Vehicle
N5c_9UL_hog_260000	Vacuum cleaner
02Nbja5DOMs_10000	Snoring
ax1GBzj5s_8_130000	Speech
9qr2QhXhzKE_7000	Car passing by
UCmdDS7JNKc_310000	Vehicle
6oD4WyNaCak_60000	Inside, small room
RwKvsaF1sC4_30000	Siren
dmVqv4ycRXM_30000	Crowd
6cqnU924VPY_30000	Mantra
-50rrCHxUSs_20000	Gunshot, gunfire
0OeH3S7C2pg_40000	Vehicle
8kOQiGtnrOw_180000	Tools
BpeDsD8HsA8_90000	Bird
7ez2AuOq9Wg_70000	Animal
9aPipZ5FeV8_0	Laughter
EucI7DPA3CU_30000	Printer
-23HZiYPRo4_30000	Speech
DWF0Klkry4A_2000	Engine
i-f3LTNkz-0_30000	Laughter
AgTyGFBgCgk_20000	Sound effect
7e46Hfy5j8g_30000	Car passing by
8JKbd5y3Pdw_30000	Silence
AaIyiZzru1o_110000	Female singing
Lno1iM_gPCQ_10000	Mantra
Ntwizki4GIs_70000	Sound effect
4Jwv0xgOkZE_30000	Mantra
5ERNV0WnyFs_30000	Whack, thwack
2lfDMOvacds_11000	Animal
H4SNUOcNeXA_30000	Bird
OF1xXAPFSms_50000	Snoring
klbOD_FT6L0_270000	Child speech, kid speaking
3cNaiUw0X8k_70000	Inside, small room
J6PQP3aO7qw_30000	Mantra
0FZolOpkCwE_7000	Vehicle
1Zj1SvlzI1A_10000	Tools
T8bXzP__8VQ_130000	Engine
Dxer3ZqLMgE_0	Gunshot, gunfire
20yzDDdLKqM_0	Printer
Ab8E9mCIPI0_120000	Engine
845HWfSE4pk_30000	Crowd
Ni3dIj90Oa4_10000	Speech
9Gmqlieq8b4_210000	Speech
NwBNYWz7ZMg_10000	Fireworks
VS3TX7R3MzY_390000	Animal
1EY7qxu7w9I_30000	Outside, rural or natural
R2-EYMNbj9E_20000	Gunshot, gunfire
8ZjVr2H8sHg_40000	Animal
HqZeky1S7NA_15000	Silence
BJGjPLn_MmU_240000	Animal
3-sA_PCEK_s_100000	Inside, small room
DWkE5rpQjsI_430000	Tools
QQbr9dhu04k_30000	Engine
YwMN9U4mHfk_10000	Snoring
IiS0ZtEYgPY_140000	Fireworks
1AcWMfmdxjo_40000	Vehicle
YGdKCo6lkdE_30000	Music
L1i9BxM3jXE_0	Whistling
iPKi8YC4C9Y_30000	Printer
Ata4Hjx4bN4_30000	Animal
88_j7TZBW_U_30000	Outside, rural or natural
ToqXEyyNuCU_20000	Engine
AUliLdyd1ZU_10000	Vacuum cleaner
B_cOV2Vl4Fg_6000	Vehicle
3CuNbYB5scs_26000	Laughter
Gs2ij3Wf_no_90000	Vacuum cleaner
8uArjILHuHQ_80000	Vehicle
Q5CppUwdfQo_40000	Crowd
3upbmOPdlrE_30000	Silence
F6LFAKUwkUs_30000	Inside, small room
9N4tLGH8kqc_140000	Tools
Rp-l37CHY8E_30000	Engine
0O-ayz7W1K0_30000	Vehicle
6M3qKZk-fPI_30000	Engine
HQeGwr-Wn-Q_30000	Animal
0wXunyUO6Ec_10000	Speech
Hyq_Kc64Fgw_10000	Water
-hq3T8VLu4g_30000	Mantra
K4Nmj9bspA4_180000	Whack, thwack
As_8V2k92IU_40000	Engine
ArVi8XvUg0c_30000	Mantra
DXimfKnsWkk_30000	Mantra
K9IP7j7yHqE_10000	Crowd
TrYZJxCeMWI_30000	Crowd
QA94gAwekBg_50000	Speech
RuqAOdaKSTY_460000	Fireworks
1V9QZDVbuFA_30000	Outside, rural or natural
-_xI1k60edQ_30000	Vehicle
co5yzv6GvSQ_90000	Child speech, kid speaking
4FhcQz3dGo0_0	Tools
AdrP2ISuuRc_0	Silence
CuS-ok0xG9g_0	Inside, large room or hall
9ccL78e9z4w_30000	Siren
Ig7AZwGODmY_440000	Music
sFT9NjiGB54_19000	Vehicle
MdAI1rE1k-Y_200000	Silence
DTlkKcMJfTc_40000	Snoring
-heLP821ih8_30000	Outside, rural or natural
F9vueA75V4s_20000	Inside, small room
SsEi1zcSTfQ_19000	Vehicle
irNlF8wggHA_0	Whistling
1Rmu4XWl5Hg_30000	Tools
Sn8SCXo8rzc_30000	Siren
6ca-ITtEp8s_20000	Tools
BffYqgDXWHg_40000	Female singing
Hq0ZkxHHLMk_400000	Snoring
535-8Dt9bjU_170000	Snoring
-bf4LMAt-Tg_12000	Engine
HRza_F8qIcE_20000	Gunshot, gunfire
UvKqEvklyyI_10000	Gunshot, gunfire
7k1OIKz7O4w_26000	Vacuum cleaner
4tKWq-8o6lM_40000	Whistling
2RB-nenkYUk_14000	Engine
3RgVuFbs-Pw_10000	Water
ISPuqmyOibw_22000	Car passing by
0G50t4FlbIA_60000	Speech
g2sD6w-D2wI_320000	Child speech, kid speaking
7HXiTVCIiQM_130000	Vacuum cleaner
K6ax-C7w10E_10000	Bird
R6QkcuE4agg_30000	Silence
39I0igiJeDU_30000	Vacuum cleaner
71L97wy61yo_100000	Snoring
6lxyE_O7pLE_130000	Whistling
Do609s2sQ4U_60000	Gunshot, gunfire
4oyLMO10V04_10000	Snoring
pyADkQufbLo_70000	Fireworks
1tBLf2se8mI_70000	Laughter
A5HFDNuz_n4_30000	Siren
rYojIIvr1w8_250000	Outside, rural or natural
A_CKld-W8p4_80000	Vehicle
0y5ZMfoo3EI_30000	Water
2KqweEQnr-g_220000	Inside, small room
7oUfOX0GI2o_0	Child speech, kid speaking
D1eKkJwU9KU_30000	Sound effect
0w9m9HqRR1I_150000	Outside, rural or natural
0nlRmG32y50_30000	Vehicle
EL_OjbxFtp0_21000	Outside, urban or manmade
puLUXQRON-4_0	Crowd
Wyfm2doaEDQ_110000	Bird
1kA4nSxrphg_30000	Inside, small room
k3XzBG0aoM8_40000	Whistling
VgFZC7ep8BM_20000	Whack, thwack
BvrSn3EVXwo_0	Female singing
3L3lrbJT9DA_30000	Whistling
68UK0dhFu1c_30000	Mantra
Md1-IjFM90I_60000	Mantra
-MViH2bhxW8_30000	Vehicle
5lyH2D4YQPs_30000	Child speech, kid speaking
GXsVOaE-0Ds_30000	Vehicle
3uSBPiS6AhY_12000	Tools
-P4HhfUYUTo_5000	Gunshot, gunfire
Du__yXzkkBg_280000	Vehicle
V9VHQx_w7AM_30000	Siren
-2cr3Vgf7rI_30000	Child speech, kid speaking
b18SYpItAyY_14000	Gunshot, gunfire
0G18UIx68cA_30000	Vehicle
_uPes0FoOzk_0	Fireworks
ORcbHAuWSa4_110000	Water
3_Kyk4m8eLI_0	Inside, small room
BzoYUM4-rh4_590000	Silence
SbjztkOaJEk_20000	Whistling
QJaK0m2ogjI_27000	Whistling
C57nQayrFDM_0	Whistling
1JUg6Zh5hcs_400000	Whack, thwack
1j7UodgbaXE_19000	Car passing by
fbEFZ0Pyh2k_130000	Siren
CJ_jV1l19IQ_310000	Speech
SlIcPXH2Ses_340000	Speech
0_gci63CtFY_30000	Crowd
PDuvf9yhbqQ_0	Gunshot, gunfire
056B1c_iXHw_50000	Engine
GSlm_V0XDAA_20000	Laughter
9Joft2nzAkA_10000	Fireworks
K9ItD_R6I08_320000	Silence
4vIIJNiwtas_40000	Outside, urban or manmade
3q69KvUZGYc_30000	Gunshot, gunfire
RfATF6_2Qxo_590000	Inside, large room or hall
kEu-w7UbCPE_490000	Snoring
D0qQxq58Akk_21000	Crowd
FWKY6vtsJEY_30000	Car passing by
f2JhDP4udj0_30000	Whistling
4-mMV0n_FF8_70000	Animal
DfWqZVzsypg_10000	Vacuum cleaner
CJwlj_9CC6A_30000	Vehicle
AyEctiqVYQc_30000	Printer
F7VVbCXLOGM_30000	Siren
16pUWMX0doc_6000	Heavy engine (low frequency)
n8nQgURSEAA_230000	Laughter
65DUfEXWROE_9000	Water
0U958E0WjlY_30000	Printer
2nFGzlJzxEU_260000	Vacuum cleaner
ozNLJKK5XsQ_70000	Laughter
Cdq3HHmopHo_450000	Gunshot, gunfire
-0wkq974p0Q_280000	Music
4XPGUebiO3U_440000	Silence
QSaXDBWVtsc_190000	Vacuum cleaner
LZMYNmux53A_100000	Crowd
CP3phqztym0_30000	Music
TzAQIg7cATk_10000	Whistling
8_kiMM4sILo_30000	Car passing by
3qya1PIqNbk_18000	Speech
CVvj-wU5cWw_210000	Music
_O8McAV777I_30000	Engine
JByTafA7omk_29000	Crowd
-j01wa8w-Aw_30000	Car passing by
Q4s8RH4nQGc_250000	Fireworks
PAYvEtQtmhM_0	Animal
6xl1HLZADAI_130000	Outside, rural or natural
-0JYEEzlT-8_30000	Vehicle
76hoLVi_Eo0_30000	Female singing
ExnzboJRYsM_0	Bird
hilPzCDIxo8_10000	Snoring
EGauC6O1BIc_70000	Silence
-L2vmf8nMIs_140000	Whack, thwack
L8sMVRvVui4_30000	Mantra
8vFJX7NcSbI_30000	Music
RMFGseUUyCs_30000	Heavy engine (low frequency)
-PbK0nDNJLQ_16000	Vehicle
FPe598uzKy0_30000	Vehicle
-xHSqG40NoM_40000	Laughter
kTM0stAXbm4_30000	Car passing by
2D4bDOIAkDA_30000	Outside, rural or natural
6z-dL88b-c4_30000	Vehicle
8jj-p42_7HA_40000	Heavy engine (low frequency)
4FqNXrz9F4s_30000	Fireworks
4sI23gTzpws_160000	Snoring
9VscdMoNS-Q_50000	Crowd
--WftAg8r5w_30000	Speech
Dl8e2Z2WEF4_40000	Vehicle
KVnLXdYJzls_260000	Vacuum cleaner
9msbV4UpruM_10000	Inside, large room or hall
MiWQcl5EGGc_30000	Vehicle
b7zHk1J1Mo8_200000	Female singing
2pYtX-Stpys_30000	Whack, thwack
CFsdbWSTqvA_80000	Siren
QxuWWnmfBMU_30000	Laughter
-0Yynyhm1AY_14000	Car passing by
7yK4-hsVX1o_30000	Music
C81XL3nATes_30000	Water
FG1gJNkaWeA_30000	Bird
3S92WoeLP4A_30000	Water
wDJt7-IUdcY_160000	Bird
L_H4G_xketk_420000	Whistling
QjRDZatM4VE_30000	Crowd
Z8J0g6K6cSo_30000	Vehicle
4bOHkHnG2jA_390000	Speech
Qjm9oTBNxF4_0	Animal
1c1y95dT34k_290000	Engine
VIrkpnpvNR8_10000	Crowd
FPCMAaSWZbU_340000	Mantra
6m-OvmmaZ5s_400000	Water
LnRuizGMEmo_30000	Siren
23y0TlmUyF4_30000	Female singing
GRp_GTmJmjA_30000	Female singing
Fvipc-olWKs_430000	Mantra
9xy_3CrpTOo_190000	Outside, rural or natural
BgZoIcRS8Ls_70000	Bird
5udmt-msog8_0	Siren
1J-E-QqJdkg_30000	Speech
d7XAa66iR2Y_240000	Car passing by
2SF_FyFM-3U_0	Bird
ipzs_rpnf8Q_130000	Snoring
XFC2Cm2tNKg_10000	Female singing
3cfQ_lU3NyM_20000	Laughter
6OuGeE52D5Q_0	Outside, rural or natural
PUO1J-FVhzw_70000	Vacuum cleaner
CEQR2-EfaBQ_25000	Vehicle
-2jLDPqx2Oc_30000	Vehicle
JErx-AImWqk_0	Animal
Dfu2Yz4D8c4_10000	Animal
gPXd_5TQCiU_0	Laughter
hFiR8vMaG1s_30000	Whack, thwack
Qg0OWAZnITI_10000	Gunshot, gunfire
Lw7VErj_Pv8_0	Crowd
g0nAZrzzUBw_10000	Speech
owoOg6Rb7-A_110000	Vehicle
BCFPHsgCQ2c_330000	Gunshot, gunfire
BgaMEavzCEQ_30000	Siren
7NBcVSIqw6Y_30000	Vehicle
3CxQzfrjQ3Y_30000	Vacuum cleaner
1xwwoR3WSPQ_0	Siren
QP-lJwIZGws_30000	Animal
9Jdp15V5fpw_30000	Crowd
-15g2a3m0WM_30000	Music
UjSRLnhQZ1I_40000	Child speech, kid speaking
72rbBVhJlBA_80000	Bird
IV1lNTFz8Dk_30000	Engine
Gkx_x8WZXpM_10000	Laughter
3mLwSKLG4io_40000	Silence
WmJUnCuysR4_29000	Engine
4FOOmoukpJc_12000	Gunshot, gunfire
K5V8wzA2ns8_230000	Tools
7nglQSmcjAk_30000	Vacuum cleaner
3QzZMhBnSHs_30000	Vehicle
-jRnhkfcyXs_40000	Animal
BFg_3nTzgJk_70000	Outside, urban or manmade
SB8euc0HIcU_30000	Inside, small room
3VepHoN3xdE_130000	Silence
F_C4FAxF9oU_0	Inside, small room
-7D5jvvSNuU_30000	Vehicle
KKa_yVrn-oM_120000	Printer
5TKKBzNz2VU_30000	Female singing
GzqEMAwESoo_20000	Female singing
6lwAqJ4me7M_30000	Whack, thwack
64hahcHZ2t8_0	Heavy engine (low frequency)
EPhWfFMtGw4_30000	Animal
3TO4C7SiC7I_30000	Singing
gWqVbqwmhkw_500000	Whistling
7IkQAvq3auo_30000	Bird
-nio96ogJ3E_30000	Female singing
h74wnoHLxck_30000	Vehicle
eSqjwLE30JY_50000	Speech
Gz-mPfGavLg_20000	Vehicle
8dOLKt5RZDU_30000	Crowd
5xIGqs7TrzQ_270000	Silence
DNx23z9BUB4_20000	Snoring
KFKltqeP5NY_90000	Music
MnP5BkxrR0I_30000	Engine
EBDq4Fq_P3M_0	Gunshot, gunfire
IzLFWUk4zBs_30000	Siren
4QaLc2nJ6UQ_23000	Animal
NIy93-yQvC8_60000	Gunshot, gunfire
JAiu2Fagq_k_30000	Car passing by
8nWogsLPQTc_30000	Fireworks
MfdXlYRWvUk_30000	Mantra
D7AUi7o2saw_260000	Bird
aQOIEKDgPPE_21000	Whack, thwack
5xklhqtPZho_20000	Siren
14vbVhCbKVc_30000	Speech
Juex-zs5Luk_30000	Animal
5zjPUbTHgYY_30000	Outside, rural or natural
P7MdOnAnRGU_30000	Siren
DFLQwoDYW4I_30000	Female singing
9U7lo7Ziglk_30000	Speech
Kz1w4Watzd4_30000	Female singing
AAfJZ9lb6SM_20000	Speech
4muBU9CErBA_30000	Whack, thwack
0QFygwhVcLc_30000	Vehicle
0r8pw4FViC8_30000	Vehicle
_RbkgqZFPZo_150000	Fireworks
SkxW3xe0pLs_10000	Child speech, kid speaking
AQ_R4JC9ueo_20000	Printer
45RzjzYTGUc_230000	Animal
AabLItDN-qk_90000	Vacuum cleaner
5eyKN5xISCc_30000	Engine
0rfJWx9fDnQ_0	Silence
KA7Id4lyLXQ_10000	Gunshot, gunfire
FvckaUtTDrU_30000	Crowd
BmTp65EI44M_30000	Water
5FTt273joy4_70000	Inside, small room
332Q5m6oAXU_40000	Tools
vM8jzj2bAG0_210000	Animal
Fa0H7GpeIUk_390000	Printer
0wDuO4hjIuA_30000	Tools
8MegGGFwr9M_0	Snoring
4leQVy5w9l4_30000	Mantra
NveQfYzne6g_0	Silence
0EqGcNfnnlw_60000	Silence
apK9Im49gaw_30000	Child speech, kid speaking
_UJ_hw_WDGk_50000	Vehicle
G134NX9gLcw_30000	Laughter
83MyFBMUgHk_30000	Music
2AutzvMnxWk_50000	Animal
0be2VHPptTU_30000	Snoring
CiKq_vjmV4o_0	Whistling
7zfYdcgMQMY_30000	Crowd
DsZgi-Lc4hQ_310000	Gunshot, gunfire
2H8uSm76z7M_30000	Outside, rural or natural
D9SsRofyWl0_0	Speech
8kvAdUSm5BY_0	Laughter
10PRF-GMg6c_14000	Siren
RzUI2eKFltI_6000	Whistling
8O1idmiAzJA_20000	Printer
PZKL7Jk_eZ0_220000	Whistling
00FD9FOuGlM_30000	Speech
acEWHYxkciQ_50000	Mantra
3epkOM1_9LY_40000	Snoring
JPbOs_N49Ao_30000	Crowd
0HB7rlqxIt8_180000	Singing
FvdEtII9fl4_30000	Mantra
WPGUgoYtwPc_0	Singing
0Y6W9ARBqEs_160000	Sound effect
4INQV9Mzy4U_50000	Music
KD069bw-fk8_0	Snoring
64mYn3Oqax8_10000	Silence
OC91IBhiTsQ_30000	Whack, thwack
-dEVqx9YihQ_30000	Mantra
4y-0BTPqtcc_30000	Female singing
2EAg5OiCkBU_210000	Inside, small room
LDaU-vWNrlU_10000	Engine
I0PNFWOS91c_30000	Silence
QwqFECthxko_20000	Speech
78BAV-vfsao_30000	Female singing
5PCRP1sDdB0_230000	Crowd
A9IXjQVxnE8_50000	Outside, rural or natural
NGd3cAI1E3s_30000	Engine
74JIDfIUly0_13000	Outside, rural or natural
65RMFKA_H94_0	Vehicle
Exgg2GS5ibs_13000	Inside, small room
F3e8TjCxAMA_30000	Laughter
9GhRzep2Sjs_30000	Engine
08ukY28ajJE_30000	Sound effect
HqP_9D8m2_o_50000	Laughter
-6GcdDStIwM_21000	Tools
h5NTDVXiTiI_50000	Engine
G4iNOd35-Y0_140000	Engine
3lcy6pzb3zM_30000	Gunshot, gunfire
DUcpiVNfHZM_210000	Gunshot, gunfire
FR0cOQrzaWQ_280000	Vehicle
39GBNXmXBEs_0	Silence
XfKJWegWVZg_220000	Bird
A7yfgflGH7g_30000	Gunshot, gunfire
4jcciLK2l1I_30000	Female singing
Bpxh6AqqgiU_30000	Engine
GlG3-8k7Qxg_10000	Vehicle
DCQijcebgGw_30000	Outside, rural or natural
6w3UumN2PJA_290000	Vehicle
1kUeturqXOE_26000	Music
2w7tW1TMcPI_30000	Speech
06dF2vA_MmU_12000	Engine
p4_yZqul4Zg_0	Fireworks
JCPeQKrMefY_100000	Vacuum cleaner
ADvKnzM3lII_250000	Speech
Y2Kmy6wTeUY_560000	Gunshot, gunfire
8-piB258Fuw_10000	Fireworks
gc9Ceh4ltaE_30000	Speech
V5JY0cdBRpE_200000	Animal
6jHvpd_IHwM_30000	Vehicle
FIvra2FX2WM_140000	Snoring
C2VeDxyMLHo_170000	Snoring
OKQAOf4PPvQ_130000	Bird
7_vCA6LmUNU_20000	Animal
jR3A-ROs7bk_30000	Car passing by
LpiG1ihnt3A_23000	Silence
A3DW9fyf8lA_40000	Printer
71KE7B1vvdI_30000	Music
aNVGbXibT6Q_20000	Laughter
6ZJtlJ4xA_8_520000	Laughter
-W3Y53YUVxU_10000	Snoring
1vXi98Y5u3I_30000	Mantra
-XlGIeDb5l8_30000	Vehicle
3LqtwY8ZMnw_390000	Silence
0QYedLfOwcI_40000	Speech
AU6NZzHM0Mo_30000	Animal
CsFmKrHO5b4_0	Crowd
Kdn_KmQZouo_30000	Vehicle
V3wza_gtzTw_10000	Vehicle
E0b-uoKYTwE_400000	Inside, small room
HT07j-3nfTs_30000	Animal
XylN-peaJOA_0	Outside, urban or manmade
m1n5_ga1zp0_80000	Vacuum cleaner
M8out9CB9vo_160000	Mantra
KEENYMDCzmw_30000	Silence
JvOzde-1Q7g_260000	Whack, thwack
W3mItMi-CEk_90000	Child speech, kid speaking
-2NfIEYEzYg_30000	Speech
Kqu3pMD7ioI_30000	Silence
DP2vmsftZHY_30000	Music
7bzdZtMMoag_22000	Vehicle
-lCQNMu1Hjw_200000	Vacuum cleaner
05vDY5lL3zs_30000	Fireworks
D_1dxTkIUHg_180000	Gunshot, gunfire
LjpfqXpJECM_18000	Silence
JgYiIwNcoHU_30000	Mantra
PBuGpJVJzYE_460000	Water
N6rU2GYcgHs_250000	Crowd
OqL7ECFnpsY_170000	Speech
7nf2FCtzx7A_30000	Siren
hcFxyJpKrko_20000	Child speech, kid speaking
10xYoGvLePM_30000	Vehicle
29iZmkbN4y0_30000	Female singing
8LL_BqzEgc4_130000	Gunshot, gunfire
J0tom1UyQSs_30000	Heavy engine (low frequency)
FaUGhUvbI7w_170000	Bird
4utXb3auOew_490000	Vehicle
4Foz-Y7YjKE_30000	Animal
B-kd0SecBYI_30000	Water
3ZNaM29HfXY_0	Whistling
HhwbgeftMSk_70000	Vehicle
9wBi1Ezc4OY_30000	Gunshot, gunfire
DXlX82LxMdo_0	Fireworks
JUCL9TMaA74_30000	Vehicle
2jPTZqSW3LA_30000	Speech
6R6oPs1TRyE_100000	Engine
DpaLwaoTMXU_30000	Vehicle
--kVrotTC6g_30000	Crowd
71Ip-XpntRE_50000	Speech
-EQt6lldqcs_9000	Engine
-4oCPTWi34w_30000	Music
9Ryu_fxrcHU_30000	Music
0bOrVi2nh2U_30000	Mantra
7WTI_LNpSGw_0	Vacuum cleaner
5Q4p4ixoWAo_30000	Siren
2ejZC3xRkPs_30000	Female singing
22B-lBmDaSM_30000	Music
fuFTyj_Vq9g_30000	Vehicle
n3f3a1D363g_0	Fireworks
6uL3zN437f4_10000	Siren
-JxVr1N2vQc_30000	Animal
Tugl6tM1Y0k_20000	Siren
78BivgombIE_90000	Music
iEfL6Y26gSU_50000	Gunshot, gunfire
0TiOde8pyGU_17000	Outside, rural or natural
6DT38dp81L4_20000	Animal
ZtuGP11F9jo_0	Fireworks
-1q0LzM3h6Y_30000	Speech
fqZivkfrNgY_150000	Speech
6KsYqiDt40M_40000	Water
GXuf-NhGtZc_30000	Whistling
Qb4sVAFscFo_30000	Outside, rural or natural
4JRR9JT2ZCU_0	Crowd
CmNDkct2Lp8_90000	Music
8nbC96LgTfk_30000	Engine
CMEzGvav_oA_40000	Female singing
IQ0J9a4_itk_30000	Silence
BtNWok3hclw_30000	Siren
6wWR8br5ljs_90000	Bird
46VfKMdWb-A_16000	Engine
